,Case.Number,Date.Time.Reported,Earliest.Occurrence,Latest.Occurrence,General.Location,Disposition,Classification,longitude,latitude,Category
832,12-010008,10/4/2012 21:13,10/4/2012 21:13,10/4/2012 21:13,Ash Avenue and Lincoln Way,Arrest,driving under suspension,-93.64441,42.0226961,Vehicle Related
833,12-010009,10/5/2012 0:16,10/5/2012 0:16,10/5/2012 0:16,400 block of Welch Avenue,Arrest,liquor law violation,-93.6500882,42.0191138,Alcohol Related
834,12-010010,10/5/2012 0:50,10/5/2012 0:50,10/5/2012 0:50,Little Street and Welch Avenue,Arrest,public intoxication,-93.650078,42.0176185,Alcohol Related
835,12-010010,10/5/2012 0:50,10/5/2012 0:50,10/5/2012 0:50,Little Street and Welch Avenue,Arrest,liquor law violation,-93.650078,42.0176185,Alcohol Related
836,12-010011,10/5/2012 1:27,10/5/2012 1:27,10/5/2012 1:27,2300 block of Chamberlain Street,Arrest,public intoxication,-93.6470618,42.0215537,Alcohol Related
837,12-010012,10/5/2012 2:19,10/5/2012 2:19,10/5/2012 2:19,Hayward Avenue and Storm Street,Arrest,operating while intoxicated,-93.6516926,42.0161435,Alcohol Related
838,12-010012,10/5/2012 2:19,10/5/2012 2:19,10/5/2012 2:19,Hayward Avenue and Storm Street,Arrest,driving under suspension,-93.6516926,42.0161435,Vehicle Related
839,12-010012,10/5/2012 2:19,10/5/2012 2:19,10/5/2012 2:19,Hayward Avenue and Storm Street,Arrest,liquor law violation,-93.6516926,42.0161435,Alcohol Related
840,12-010013,10/5/2012 2:33,10/5/2012 2:33,10/5/2012 2:33,Knapp Street and Welch Avenue,Arrest,public intoxication,-93.6500882,42.0191138,Alcohol Related
841,12-010014,10/5/2012 3:17,10/5/2012 3:17,10/5/2012 3:17,Hunt Street and South Sheldon Avenue,Arrest,public intoxication,-93.6542234,42.0201273,Alcohol Related
842,12-010017,10/6/2012 0:22,10/6/2012 0:22,10/6/2012 0:22,400 block of Welch Avenue,Arrest,public intoxication,-93.6500882,42.0191138,Alcohol Related
843,12-010018,10/6/2012 0:54,10/6/2012 0:54,10/6/2012 0:54,Beach Avenue and Lincoln Way,Arrest,drug violation,-93.639494,42.022655,Drug Related
844,12-010018,10/6/2012 0:54,10/6/2012 0:54,10/6/2012 0:54,Beach Avenue and Lincoln Way,Arrest,liquor law violation,-93.639494,42.022655,Alcohol Related
845,12-010019,10/6/2012 1:33,10/6/2012 1:33,10/6/2012 1:33,100 block of Welch Avenue,Arrest,public intoxication,-93.6501392,42.02272,Alcohol Related
846,12-010024,10/7/2012 0:20,10/7/2012 0:20,10/7/2012 0:20,Lincoln Way and Lynn Avenue,Arrest,liquor law violation,-93.6464086,42.0227244,Alcohol Related
847,12-010026,10/7/2012 0:53,10/7/2012 0:53,10/7/2012 0:53,2500 block of Chamberlain Street,Arrest,public intoxication,-93.6500819,42.0214429,Alcohol Related
848,12-010027,10/7/2012 0:59,10/7/2012 0:59,10/7/2012 0:59,300 block of Welch Avenue,Arrest,public intoxication,-93.6497151,42.0200666,Alcohol Related
849,12-010028,10/7/2012 1:06,10/7/2012 1:06,10/7/2012 1:06,2300 block of Lincoln Way,Arrest,public intoxication,-93.6466806,42.0224713,Alcohol Related
850,12-010029,10/7/2012 1:22,10/7/2012 1:22,10/7/2012 1:22,300 block of Stanton Avenue,Arrest,public intoxication,-93.6481458,42.0202997,Alcohol Related
851,12-010030,10/7/2012 2:19,10/7/2012 2:19,10/7/2012 2:19,Beyer Court,Arrest,public intoxication,-93.6509993,42.0242218,Alcohol Related
852,12-010032,10/7/2012 12:01,10/7/2012 12:01,10/7/2012 12:01,Schilletter Village,Arrest,assault,-93.6419526,42.0440492,Violence Related
853,12-010036,10/8/2012 17:41,10/8/2012 17:41,10/8/2012 17:41,Memorial Union Ramp,Arrest,theft,-93.6449075,42.0234906,Non-Violence Related
854,12-010041,10/9/2012 21:48,10/9/2012 21:48,10/9/2012 21:48,Lincoln Way and Wilmoth Avenue,Arrest,operating while intoxicated,-93.6615998,42.0227611,Alcohol Related
855,12-010046,10/10/2012 22:32,10/10/2012 22:32,10/10/2012 22:32,Bissell Road and Osborn Drive,Arrest,drug violation,-93.6518898,42.0288877,Drug Related
856,12-010047,10/11/2012 0:22,10/11/2012 0:22,10/11/2012 0:22,Gray Avenue and Lincoln Way,Arrest,liquor law violation,-93.6420308,42.0226885,Alcohol Related
857,12-010048,10/11/2012 1:13,10/11/2012 1:13,10/11/2012 1:13,Hunt Street and South Sheldon Avenue,Arrest,operating while intoxicated,-93.6542234,42.0201273,Alcohol Related
858,12-010048,10/11/2012 1:13,10/11/2012 1:13,10/11/2012 1:13,Hunt Street and South Sheldon Avenue,Arrest,liquor law violation,-93.6542234,42.0201273,Alcohol Related
859,12-010049,10/11/2012 1:50,10/11/2012 1:50,10/11/2012 1:50,300 block of South Sheldon Avenue,Arrest,public intoxication,-93.653788,42.0207,Alcohol Related
860,12-010054,10/11/2012 22:35,10/11/2012 22:35,10/11/2012 22:35,Stange Road and University Boulevard,Arrest,driving under suspension,-93.6446613,42.030518,Vehicle Related
861,12-010056,10/12/2012 1:37,10/12/2012 1:37,10/12/2012 1:37,Knapp Street and Welch Avenue,Arrest,operating while intoxicated,-93.6500882,42.0191138,Alcohol Related
862,12-010057,10/12/2012 2:04,10/12/2012 2:04,10/12/2012 2:04,400 block of Welch Avenue,Arrest,public intoxication,-93.6500882,42.0191138,Alcohol Related
863,12-010061,10/12/2012 19:11,10/12/2012 19:11,10/12/2012 19:11,Hayward Avenue and Mortensen Parkway,Arrest,liquor law violation,-93.6516786,42.0118612,Alcohol Related
864,12-010062,10/12/2012 23:50,10/12/2012 23:50,10/12/2012 23:50,Lincoln Way and Lynn Avenue,Arrest,liquor law violation,-93.6464086,42.0227244,Alcohol Related
865,12-010063,10/13/2012 0:20,10/13/2012 0:20,10/13/2012 0:20,2100 block of Lincoln Way,Arrest,liquor law violation,-93.6398183,42.0223729,Alcohol Related
866,12-010064,10/13/2012 0:49,10/13/2012 0:49,10/13/2012 0:49,Hyland Avenue and Lincoln Way,Arrest,public intoxication,-93.6555907,42.0227264,Alcohol Related
867,12-010064,10/13/2012 0:49,10/13/2012 0:49,10/13/2012 0:49,Hyland Avenue and Lincoln Way,Arrest,liquor law violation,-93.6555907,42.0227264,Alcohol Related
868,12-010065,10/13/2012 1:34,10/13/2012 1:34,10/13/2012 1:34,Hunt Street and South Sheldon Avenue,Arrest,public intoxication,-93.6542234,42.0201273,Alcohol Related
869,12-010065,10/13/2012 1:34,10/13/2012 1:34,10/13/2012 1:34,Hunt Street and South Sheldon Avenue,Arrest,liquor law violation,-93.6542234,42.0201273,Alcohol Related
870,12-010066,10/13/2012 2:00,10/13/2012 2:00,10/13/2012 2:00,Knapp Street and Welch Avenue,Arrest,public intoxication,-93.6500882,42.0191138,Alcohol Related
871,12-010066,10/13/2012 2:00,10/13/2012 2:00,10/13/2012 2:00,Knapp Street and Welch Avenue,Arrest,liquor law violation,-93.6500882,42.0191138,Alcohol Related
872,12-010067,10/13/2012 2:30,10/13/2012 2:30,10/13/2012 2:30,200 block of Sunset Drive,Arrest,public intoxication,-93.6419602,42.0208075,Alcohol Related
873,12-010080,10/13/2012 2:52,10/13/2012 2:52,10/13/2012 2:52,Lot G2,Arrest,public intoxication,-93.6363807,42.010106,Alcohol Related
874,12-010069,10/13/2012 8:29,10/13/2012 8:29,10/13/2012 8:29,Lot G4,Arrest,liquor law violation,-93.6286452,42.0096516,Alcohol Related
875,12-010070,10/13/2012 9:22,10/13/2012 9:22,10/13/2012 9:22,Lot B5,Arrest,liquor law violation,-93.6365052,42.0178088,Alcohol Related
876,12-010072,10/13/2012 10:08,10/13/2012 10:08,10/13/2012 10:08,Lot G2,Arrest,liquor law violation,-93.6363807,42.010106,Alcohol Related
877,12-010071,10/13/2012 10:14,10/13/2012 10:14,10/13/2012 10:14,Lot G3,Arrest,liquor law violation,-93.6227301,42.0493019,Alcohol Related
878,12-010073,10/13/2012 10:43,10/13/2012 10:43,10/13/2012 10:43,Lot S6,Arrest,liquor law violation,-93.6333696,42.0132547,Alcohol Related
879,12-010074,10/13/2012 10:55,10/13/2012 10:55,10/13/2012 10:55,Lot 85E,Arrest,liquor law violation,-93.6344334,42.0157296,Alcohol Related
880,12-010076,10/13/2012 11:15,10/13/2012 11:15,10/13/2012 11:15,Lot G3,Arrest,public intoxication,-93.6227301,42.0493019,Alcohol Related
881,12-010077,10/13/2012 11:22,10/13/2012 11:22,10/13/2012 11:22,Lot G3,Arrest,liquor law violation,-93.6227301,42.0493019,Alcohol Related
882,12-010079,10/13/2012 13:50,10/13/2012 13:50,10/13/2012 13:50,Lot S7,Arrest,interference,-93.6331516,42.0140523,Miscellaneous
883,12-010079,10/13/2012 13:50,10/13/2012 13:50,10/13/2012 13:50,Lot S7,Arrest,liquor law violation,-93.6331516,42.0140523,Alcohol Related
884,12-010078,10/13/2012 14:00,10/13/2012 14:00,10/13/2012 14:00,Lot S6,Arrest,public intoxication,-93.6333696,42.0132547,Alcohol Related
885,12-010082,10/13/2012 17:30,10/13/2012 17:30,10/13/2012 17:30,Lot G5,Arrest,liquor law violation,-93.6286452,42.0096516,Alcohol Related
886,12-010083,10/13/2012 18:07,10/13/2012 18:07,10/13/2012 18:07,Lot G2,Arrest,public intoxication,-93.6363807,42.010106,Alcohol Related
887,12-010087,10/14/2012 0:42,10/14/2012 0:42,10/14/2012 0:42,900 block of Hayward Avenue,Arrest,public intoxication,-93.6504728,42.0148119,Alcohol Related
888,12-010089,10/14/2012 1:57,10/14/2012 1:57,10/14/2012 1:57,Lyon Hall,Arrest,liquor law violation,-93.6424864,42.0245055,Alcohol Related
889,12-010089,10/14/2012 1:57,10/14/2012 1:57,10/14/2012 1:57,Lyon Hall,Arrest,supplying alcohol,-93.6424864,42.0245055,Alcohol Related
890,12-010089,10/14/2012 1:57,10/14/2012 1:57,10/14/2012 1:57,Lyon Hall,Arrest,public intoxication,-93.6424864,42.0245055,Alcohol Related
891,12-010088,10/14/2012 1:59,10/14/2012 1:59,10/14/2012 1:59,Ash Avenue and Knapp Street,Arrest,operating while intoxicated,-93.6443655,42.019142,Alcohol Related
892,12-010096,10/15/2012 10:50,10/15/2012 10:50,10/15/2012 10:50,Bruner Drive and Long Road,Arrest,driving under suspension,-93.6434976,42.0390504,Vehicle Related
893,12-010098,10/15/2012 16:57,10/15/2012 16:57,10/15/2012 16:57,Little Bluestem Court and Mortensen Parkway,Arrest,driving under suspension,-93.6455416,42.0094264,Vehicle Related
894,12-010100,10/16/2012 16:20,10/16/2012 16:20,10/16/2012 16:20,Lot 112J,Arrest,driving under suspension,-93.6425231,42.0349269,Vehicle Related
895,12-010102,10/16/2012 22:39,10/16/2012 22:39,10/16/2012 22:39,Chamberlain Street and Welch Avenue,Arrest,public intoxication,-93.6501941,42.0214439,Alcohol Related
896,12-010107,10/18/2012 2:06,10/18/2012 2:06,10/18/2012 2:06,2400 block of Lincoln Way,Arrest,public intoxication,-93.6485946,42.0225662,Alcohol Related
897,12-010107,10/18/2012 2:06,10/18/2012 2:06,10/18/2012 2:06,2400 block of Lincoln Way,Arrest,interference,-93.6485946,42.0225662,Miscellaneous
898,12-010107,10/18/2012 2:06,10/18/2012 2:06,10/18/2012 2:06,2400 block of Lincoln Way,Arrest,assault,-93.6485946,42.0225662,Violence Related
899,12-010110,10/19/2012 0:58,10/19/2012 0:58,10/19/2012 0:58,Mortensen Road and South Dakota Avenue,Arrest,driving under suspension,-93.6786567,42.0120839,Vehicle Related
900,12-010111,10/19/2012 1:56,10/19/2012 1:56,10/19/2012 1:56,Franklin Avenue and Lincoln Way,Arrest,wreckless driving,-93.6647899,42.0228024,Vehicle Related
901,12-010112,10/19/2012 2:13,10/19/2012 2:13,10/19/2012 2:13,2900 block of Lincoln Way,Arrest,public intoxication,-93.6570426,42.0227269,Alcohol Related
902,12-010113,10/19/2012 3:00,10/19/2012 3:00,10/19/2012 3:00,Lincoln Way and Lynn Avenue,Arrest,public intoxication,-93.6464086,42.0227244,Alcohol Related
903,12-010117,10/19/2012 18:29,10/19/2012 18:29,10/19/2012 18:29,2300 block of Knapp Street,Arrest,liquor law violation,-93.6463997,42.0191478,Alcohol Related
904,12-010119,10/19/2012 23:11,10/19/2012 23:11,10/19/2012 23:11,Lake Laverne,Arrest,liquor law violation,-93.6479874,42.0237049,Alcohol Related
905,12-010121,10/19/2012 23:11,10/19/2012 23:11,10/19/2012 23:11,Roberts Hall,Arrest,drug violation,-93.6425636,42.0239302,Drug Related
906,12-010120,10/19/2012 23:36,10/19/2012 23:36,10/19/2012 23:36,Friley Hall,Arrest,public intoxication,-93.65045,42.0239234,Alcohol Related
907,12-010123,10/20/2012 1:26,10/20/2012 1:26,10/20/2012 1:26,100 block of Welch Avenue,Arrest,public intoxication,-93.6501392,42.02272,Alcohol Related
908,12-010123,10/20/2012 1:26,10/20/2012 1:26,10/20/2012 1:26,100 block of Welch Avenue,Arrest,disorderly conduct,-93.6501392,42.02272,Non-Violence Related
909,12-010123,10/20/2012 1:26,10/20/2012 1:26,10/20/2012 1:26,100 block of Welch Avenue,Arrest,interference,-93.6501392,42.02272,Miscellaneous
910,12-010123,10/20/2012 1:26,10/20/2012 1:26,10/20/2012 1:26,100 block of Welch Avenue,Arrest,drug violation,-93.6501392,42.02272,Drug Related
911,12-010125,10/20/2012 2:14,10/20/2012 2:14,10/20/2012 2:14,Lot 1,Arrest,public intoxication,-93.6540123,42.0236158,Alcohol Related
912,12-010125,10/20/2012 2:14,10/20/2012 2:14,10/20/2012 2:14,Lot 1,Arrest,theft,-93.6540123,42.0236158,Non-Violence Related
913,12-010125,10/20/2012 2:14,10/20/2012 2:14,10/20/2012 2:14,Lot 1,Arrest,liquor law violation,-93.6540123,42.0236158,Alcohol Related
914,12-010126,10/20/2012 2:41,10/20/2012 2:41,10/20/2012 2:41,Helser Hall,Arrest,trespass,-93.6518379,42.02424,Non-Violence Related
915,12-010126,10/20/2012 2:41,10/20/2012 2:41,10/20/2012 2:41,Helser Hall,Arrest,theft,-93.6518379,42.02424,Non-Violence Related
916,12-010127,10/20/2012 3:07,10/20/2012 3:07,10/20/2012 3:07,Hayward Avenue and Lincoln Way,Arrest,public intoxication,-93.6517059,42.0228461,Alcohol Related
917,12-010127,10/20/2012 3:07,10/20/2012 3:07,10/20/2012 3:07,Hayward Avenue and Lincoln Way,Arrest,drug violation,-93.6517059,42.0228461,Drug Related
918,12-010129,10/20/2012 20:55,10/20/2012 20:55,10/20/2012 20:55,Edenburn Drive and Stange Road,Arrest,driving under suspension,-93.6448596,42.043784,Vehicle Related
919,12-010130,10/20/2012 22:21,10/20/2012 22:21,10/20/2012 22:21,Beach Avenue and Lincoln Way,Arrest,driving while barred,-93.639494,42.022655,Vehicle Related
920,12-010131,10/21/2012 1:43,10/21/2012 1:43,10/21/2012 1:43,Hayward Avenue and Knapp Street,Arrest,driving under suspension,-93.6517339,42.0191154,Vehicle Related
921,12-010132,10/21/2012 1:43,10/21/2012 1:43,10/21/2012 1:43,2700 block of Lincoln Way,Arrest,operating while intoxicated,-93.6545215,42.022377,Alcohol Related
922,12-010132,10/21/2012 1:43,10/21/2012 1:43,10/21/2012 1:43,2700 block of Lincoln Way,Arrest,liquor law violation,-93.6545215,42.022377,Alcohol Related
923,12-010132,10/21/2012 1:43,10/21/2012 1:43,10/21/2012 1:43,2700 block of Lincoln Way,Arrest,drug violation,-93.6545215,42.022377,Drug Related
924,12-010133,10/21/2012 4:07,10/21/2012 4:07,10/21/2012 4:07,South Dakota Avenue and Steinbeck Street,Arrest,operating while intoxicated,-93.6786731,42.0145902,Alcohol Related
925,12-010137,10/22/2012 0:29,10/22/2012 0:29,10/22/2012 0:29,Lincoln Way and Welch Avenue,Arrest,drug violation,-93.6501393,42.0227328,Drug Related
926,12-010136,10/22/2012 1:14,10/22/2012 1:14,10/22/2012 1:14,Lyon Hall,Arrest,public intoxication,-93.6424864,42.0245055,Alcohol Related
927,12-010136,10/22/2012 1:14,10/22/2012 1:14,10/22/2012 1:14,Lyon Hall,Arrest,assault,-93.6424864,42.0245055,Violence Related
928,12-010140,10/22/2012 17:16,10/22/2012 17:16,10/22/2012 17:16,Lot 25,Arrest,driving under suspension,-93.6492324,42.0297276,Vehicle Related
929,12-010145,10/23/2012 17:13,10/23/2012 17:13,10/23/2012 17:13,Lincoln Way and State Avenue,Arrest,driving under suspension,-93.6591203,42.0227266,Vehicle Related
930,12-010150,10/25/2012 1:29,10/25/2012 1:29,10/25/2012 1:29,100 block of Wilmoth Avenue,Arrest,drug violation,-93.6615998,42.0227604,Drug Related
931,12-010149,10/25/2012 1:49,10/25/2012 1:49,10/25/2012 1:49,Lincoln Way and Welch Road,Arrest,public intoxication,-93.6501393,42.0227328,Alcohol Related
932,12-010151,10/25/2012 2:13,10/25/2012 2:13,10/25/2012 2:13,100 block of Welch Avenue,Arrest,disorderly conduct,-93.6501392,42.02272,Non-Violence Related
933,12-010156,10/26/2012 0:13,10/26/2012 0:13,10/26/2012 0:13,Lettie Street and State Avenue,Arrest,liquor law violation,-93.6591273,42.0214744,Alcohol Related
934,12-010157,10/26/2012 0:52,10/26/2012 0:52,10/26/2012 0:52,100 block of Stanton Avenue,Arrest,public intoxication,-93.6485138,42.0227307,Alcohol Related
935,12-010158,10/26/2012 1:49,10/26/2012 1:49,10/26/2012 1:49,2500 block of Chamberlain Street,Arrest,public intoxication,-93.6500819,42.0214429,Alcohol Related
936,12-010159,10/26/2012 1:59,10/26/2012 1:59,10/26/2012 1:59,2500 block of Chamberlain Street,Arrest,public intoxication,-93.6500819,42.0214429,Alcohol Related
937,12-010164,10/26/2012 20:35,10/26/2012 20:35,10/26/2012 20:35,Hilton Coliseum,Arrest,public intoxication,-93.635074,42.022693,Alcohol Related
938,12-010169,10/27/2012 0:14,10/27/2012 0:14,10/27/2012 0:14,300 block of Hayward Avenue,Arrest,public intoxication,-93.6517575,42.0201314,Alcohol Related
939,12-010168,10/27/2012 0:26,10/27/2012 0:26,10/27/2012 0:26,Gable Lane and Gray Avenue,Arrest,liquor law violation,-93.6420176,42.0214957,Alcohol Related
940,12-010170,10/27/2012 0:49,10/27/2012 0:49,10/27/2012 0:49,Gray Avenue and Sunset Drive,Arrest,liquor law violation,-93.6411862,42.0212956,Alcohol Related
941,12-010171,10/27/2012 0:58,10/27/2012 0:58,10/27/2012 0:58,Chamberlain Street and Stanton Avenue,Arrest,liquor law violation,-93.6484903,42.0214258,Alcohol Related
942,12-010172,10/27/2012 1:18,10/27/2012 1:18,10/27/2012 1:18,Chamberlain Street and Stanton Avenue,Arrest,liquor law violation,-93.6484903,42.0214258,Alcohol Related
943,12-010173,10/27/2012 1:23,10/27/2012 1:23,10/27/2012 1:23,Lot 59E,Arrest,public intoxication,-93.64992,42.0236716,Alcohol Related
944,12-010176,10/27/2012 2:15,10/27/2012 2:15,10/27/2012 2:15,Knapp Street and Welch Avenue,Arrest,liquor law violation,-93.6500882,42.0191138,Alcohol Related
945,12-010177,10/27/2012 2:30,10/27/2012 2:30,10/27/2012 2:30,Hoover Hall,Arrest,public intoxication,-93.6511839,42.0266539,Alcohol Related
946,12-010178,10/27/2012 2:48,10/27/2012 2:48,10/27/2012 2:48,Hayward Avenue and Lincoln Way,Arrest,public intoxication,-93.6517059,42.0228461,Alcohol Related
947,12-010179,10/27/2012 3:37,10/27/2012 3:37,10/27/2012 3:37,400 block of Hayward Avenue,Arrest,liquor law violation,-93.6517337,42.0191004,Alcohol Related
948,12-010179,10/27/2012 3:37,10/27/2012 3:37,10/27/2012 3:37,400 block of Hayward Avenue,Arrest,drug violation,-93.6517337,42.0191004,Drug Related
949,12-010181,10/27/2012 14:06,10/27/2012 14:06,10/27/2012 14:06,Lot A2,Arrest,liquor law violation,-93.6377863,42.0186104,Alcohol Related
950,12-010182,10/27/2012 14:40,10/27/2012 14:40,10/27/2012 14:40,Lot G3,Arrest,liquor law violation,-93.6227301,42.0493019,Alcohol Related
951,12-010183,10/27/2012 14:54,10/27/2012 14:54,10/27/2012 14:54,Lot G4,Arrest,liquor law violation,-93.6286452,42.0096516,Alcohol Related
952,12-010185,10/27/2012 15:10,10/27/2012 15:10,10/27/2012 15:10,Lot G5,Arrest,liquor law violation,-93.6286452,42.0096516,Alcohol Related
953,12-010186,10/27/2012 15:41,10/27/2012 15:41,10/27/2012 15:41,Lot G5,Arrest,liquor law violation,-93.6286452,42.0096516,Alcohol Related
954,12-010187,10/27/2012 16:00,10/27/2012 16:00,10/27/2012 16:00,Lot B5,Arrest,liquor law violation,-93.6365052,42.0178088,Alcohol Related
955,12-010188,10/27/2012 16:10,10/27/2012 16:10,10/27/2012 16:10,Lot C6,Arrest,liquor law violation,-93.6347647,42.0167821,Alcohol Related
956,12-010189,10/27/2012 16:12,10/27/2012 16:12,10/27/2012 16:12,Lot B5,Arrest,liquor law violation,-93.6365052,42.0178088,Alcohol Related
957,12-010190,10/27/2012 16:15,10/27/2012 16:15,10/27/2012 16:15,Lot C6,Arrest,public intoxication,-93.6347647,42.0167821,Alcohol Related
958,12-010191,10/27/2012 16:21,10/27/2012 16:21,10/27/2012 16:21,Lot B4,Arrest,liquor law violation,-93.6366017,42.0186242,Alcohol Related
959,12-010192,10/27/2012 16:32,10/27/2012 16:32,10/27/2012 16:32,Lot S6,Arrest,liquor law violation,-93.6333696,42.0132547,Alcohol Related
960,12-010193,10/27/2012 16:53,10/27/2012 16:53,10/27/2012 16:53,Lot G3,Arrest,liquor law violation,-93.6227301,42.0493019,Alcohol Related
961,12-010194,10/27/2012 16:59,10/27/2012 16:59,10/27/2012 16:59,Lot C6,Arrest,liquor law violation,-93.6347647,42.0167821,Alcohol Related
962,12-010195,10/27/2012 17:02,10/27/2012 17:02,10/27/2012 17:02,Lot B4,Arrest,liquor law violation,-93.6366017,42.0186242,Alcohol Related
963,12-010196,10/27/2012 17:06,10/27/2012 17:06,10/27/2012 17:06,Lot G3,Arrest,liquor law violation,-93.6227301,42.0493019,Alcohol Related
964,12-010197,10/27/2012 17:18,10/27/2012 17:18,10/27/2012 17:18,Lot G3,Arrest,liquor law violation,-93.6227301,42.0493019,Alcohol Related
965,12-010198,10/27/2012 17:19,10/27/2012 17:19,10/27/2012 17:19,Lot B4,Arrest,liquor law violation,-93.6366017,42.0186242,Alcohol Related
966,12-010199,10/27/2012 17:32,10/27/2012 17:32,10/27/2012 17:32,Lot G3,Arrest,liquor law violation,-93.6227301,42.0493019,Alcohol Related
967,12-010200,10/27/2012 17:36,10/27/2012 17:36,10/27/2012 17:36,Lot B4,Arrest,liquor law violation,-93.6366017,42.0186242,Alcohol Related
968,12-010201,10/27/2012 17:39,10/27/2012 17:39,10/27/2012 17:39,Lot G3,Arrest,liquor law violation,-93.6227301,42.0493019,Alcohol Related
969,12-010202,10/27/2012 17:53,10/27/2012 17:53,10/27/2012 17:53,Lot G3,Arrest,liquor law violation,-93.6227301,42.0493019,Alcohol Related
